invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country
549275,84879,Assorted Colour Bird Ornament,24,11-11-2023 10:16,2.82,12003,United Kingdom
557033,22748,Poppy’s Playhouse Kitchen,5,03-01-2023 13:51,2.83,13610,United Kingdom
544134,84879,Assorted Colour Bird Ornament,32,15-08-2023 04:57,4.56,14793,Germany
551803,21977,Pack of 60 Pink Paper Doilies,9,04-06-2023 05:56,1.78,14420,United Kingdom
555408,84879,Assorted Colour Bird Ornament,5,08-10-2023 13:26,2.52,17768,United Kingdom
557420,21730,Glass Star Frosted T-Light Holder,5,01-08-2023 05:11,3.82,16377,United Kingdom
556351,20725,Lunch Bag Red Retrospot,34,13-07-2023 03:52,3.01,14790,United Kingdom
544131,84029G,Union Flag Hot Water Bottle,7,06-12-2023 23:33,5.25,14330,Germany
558532,21977,Pack of 60 Pink Paper Doilies,26,04-03-2023 05:28,5.32,13500,Germany
552057,22086,Paper Chain Kit 50’s Christmas,1,13-08-2023 03:32,3.36,16330,Spain
551349,84832,Zinc Metal Heart Decoration,34,02-11-2023 19:28,3.52,13725,United Kingdom
551486,20727,Lunch Bag Black Skull,26,11-04-2023 07:19,4.32,15928,United Kingdom
545457,84406B,Cream Cupid Hearts Coat Hanger,32,05-09-2023 07:07,3.17,16433,Portugal
546079,84029G,Union Flag Hot Water Bottle,12,25-10-2023 18:48,2.02,17341,United Kingdom
552453,85123A,White Hanging Heart T-Light Holder,6,15-11-2023 04:51,4.41,12455,United Kingdom
C558814,85123A,White Hanging Heart T-Light Holder,-3,15-04-2023 04:30,4.37,15969,Spain
558263,22112,Chocolate Hot Water Bottle,19,28-02-2023 09:05,2.25,13918,United Kingdom
552158,22632,Hand Warmer Union Jack,16,29-07-2023 17:01,4.78,13382,United Kingdom
555735,84029G,Union Flag Hot Water Bottle,4,05-04-2023 10:38,3.84,16505,United Kingdom
555830,22748,Poppy’s Playhouse Kitchen,32,31-03-2023 20:48,2.22,17724,United Kingdom
555125,20725,Lunch Bag Red Retrospot,18,10-12-2023 23:15,4,13988,United Kingdom
551905,22745,Poppy’s Playhouse Bedroom,5,20-02-2023 20:03,2.2,12557,United Kingdom
552298,21977,Pack of 60 Pink Paper Doilies,6,22-07-2023 04:41,2.34,16557,United Kingdom
542011,21730,Glass Star Frosted T-Light Holder,14,21-02-2023 12:10,4.85,16286,United Kingdom
543373,22086,Paper Chain Kit 50’s Christmas,18,12-07-2023 04:06,5.2,17957,Netherlands
550335,22633,Hand Warmer Red Polka Dot,10,20-05-2023 13:35,2.3,15990,Netherlands
550692,84879,Assorted Colour Bird Ornament,23,12-04-2023 15:38,5.19,13168,Spain
554527,22633,Hand Warmer Red Polka Dot,18,30-04-2023 01:25,2.23,13367,Germany
552773,22745,Poppy’s Playhouse Bedroom,4,04-11-2023 11:50,1.7,15687,France
C541289,85123A,White Hanging Heart T-Light Holder,-2,30-12-2023 18:32,1.45,13599,United Kingdom
541447,21977,Pack of 60 Pink Paper Doilies,6,17-03-2023 02:50,2.24,12156,United Kingdom
559583,84029G,Union Flag Hot Water Bottle,26,11-05-2023 18:13,2.86,15379,United Kingdom
559567,71053,White Metal Lantern,6,01-06-2023 15:11,5.19,16989,Portugal
554139,22745,Poppy’s Playhouse Bedroom,35,06-08-2023 21:01,2.24,16957,France
553757,71053,White Metal Lantern,5,20-03-2023 20:30,2.77,13047,Belgium
545462,84406B,Cream Cupid Hearts Coat Hanger,14,17-12-2023 15:44,4.36,12930,United Kingdom
C559600,22748,Poppy’s Playhouse Kitchen,-7,09-09-2023 20:16,2.5,13124,France
559520,22960,Jam Making Set With Jars,13,01-08-2023 00:51,4.14,13281,Germany
559702,21977,Pack of 60 Pink Paper Doilies,5,07-12-2023 19:23,3.06,16756,United Kingdom
559166,21977,Pack of 60 Pink Paper Doilies,36,29-04-2023 05:07,2.04,17287,France
547657,84832,Zinc Metal Heart Decoration,36,02-06-2023 17:03,4.36,13128,United Kingdom
544920,84879,Assorted Colour Bird Ornament,19,12-01-2023 15:44,1.32,15652,United Kingdom
550345,22745,Poppy’s Playhouse Bedroom,20,31-10-2023 18:09,2.46,14082,Germany
548417,22961,Jam Making Set Printed,22,11-04-2023 14:40,2.73,16434,United Kingdom
557160,85123A,White Hanging Heart T-Light Holder,31,29-07-2023 01:42,3.17,16815,Italy
545208,22960,Jam Making Set With Jars,4,15-03-2023 01:32,4.12,13176,United Kingdom
540687,22086,Paper Chain Kit 50’s Christmas,3,17-07-2023 01:00,3.18,12505,United Kingdom
556913,22633,Hand Warmer Red Polka Dot,37,04-07-2023 04:32,3.76,12224,United Kingdom
553223,84879,Assorted Colour Bird Ornament,25,12-10-2023 21:23,3.76,15838,Spain
548080,22960,Jam Making Set With Jars,37,06-06-2023 04:28,2.81,17328,Spain
558537,22112,Chocolate Hot Water Bottle,4,09-08-2023 13:13,5.22,16052,United Kingdom
549486,22469,Heart of Wicker Small,39,23-06-2023 19:22,5.31,12179,Spain
546094,22960,Jam Making Set With Jars,7,26-08-2023 18:35,3.7,16514,United Kingdom
547692,85123A,White Hanging Heart T-Light Holder,7,09-01-2023 02:10,1.51,13328,United Kingdom
551088,84879,Assorted Colour Bird Ornament,25,09-09-2023 03:01,3.31,16751,Spain
543103,22632,Hand Warmer Union Jack,15,01-02-2023 10:29,1.99,12741,Netherlands
542440,22748,Poppy’s Playhouse Kitchen,7,21-05-2023 01:17,3.28,16409,United Kingdom
547124,20725,Lunch Bag Red Retrospot,4,30-06-2023 02:19,2.01,15889,United Kingdom
557228,21730,Glass Star Frosted T-Light Holder,34,27-11-2023 22:11,4.23,17453,Spain
554031,22961,Jam Making Set Printed,19,08-04-2023 03:07,1.55,12307,United Kingdom
554536,85123A,White Hanging Heart T-Light Holder,38,06-11-2023 16:52,5.3,13266,Spain
540446,20725,Lunch Bag Red Retrospot,27,28-06-2023 17:36,2.04,13268,United Kingdom
543915,84029G,Union Flag Hot Water Bottle,5,26-06-2023 15:26,4.04,15680,France
555787,20725,Lunch Bag Red Retrospot,13,17-12-2023 06:32,5.14,15028,United Kingdom
559493,85123A,White Hanging Heart T-Light Holder,14,06-08-2023 09:48,2.27,16047,United Kingdom
557618,85123A,White Hanging Heart T-Light Holder,30,25-09-2023 18:10,5.22,13053,United Kingdom
546587,84406B,Cream Cupid Hearts Coat Hanger,10,18-10-2023 09:05,2.87,13643,United Kingdom
540226,20725,Lunch Bag Red Retrospot,32,17-09-2023 10:37,5.33,14028,United Kingdom
551151,20727,Lunch Bag Black Skull,1,14-02-2023 10:53,5.38,17025,United Kingdom
545558,20727,Lunch Bag Black Skull,24,01-11-2023 20:02,2.01,14773,United Kingdom
551971,21977,Pack of 60 Pink Paper Doilies,29,01-09-2023 02:49,4.77,14025,United Kingdom
540186,22961,Jam Making Set Printed,7,07-05-2023 16:44,2.03,17501,United Kingdom
554680,85123A,White Hanging Heart T-Light Holder,31,26-05-2023 12:05,2.17,14030,United Kingdom
554559,22745,Poppy’s Playhouse Bedroom,17,29-10-2023 23:33,1.56,15008,United Kingdom
551069,84879,Assorted Colour Bird Ornament,30,22-04-2023 14:37,1.87,14663,Italy
542535,84029G,Union Flag Hot Water Bottle,25,28-09-2023 21:41,3.92,17300,Germany
541932,22745,Poppy’s Playhouse Bedroom,28,10-11-2023 10:51,3.13,14008,United Kingdom
542032,84406B,Cream Cupid Hearts Coat Hanger,36,31-05-2023 10:44,4.6,16593,United Kingdom
541252,22960,Jam Making Set With Jars,7,07-12-2023 18:02,2.63,13662,United Kingdom
545509,22112,Chocolate Hot Water Bottle,35,25-08-2023 23:10,5.37,15414,Netherlands
545074,84029G,Union Flag Hot Water Bottle,20,11-06-2023 08:07,1.41,12032,Germany
553900,85123A,White Hanging Heart T-Light Holder,14,24-10-2023 16:24,1.47,14281,United Kingdom
554523,84029G,Union Flag Hot Water Bottle,30,09-11-2023 00:35,4.22,12529,United Kingdom
541881,84406B,Cream Cupid Hearts Coat Hanger,1,08-10-2023 05:48,5.02,16982,United Kingdom
540269,22469,Heart of Wicker Small,38,13-02-2023 04:31,4.62,16914,United Kingdom
C541630,85123A,White Hanging Heart T-Light Holder,-8,08-08-2023 22:12,3.31,16523,United Kingdom
557958,84029G,Union Flag Hot Water Bottle,34,21-05-2023 06:31,2.36,13289,United Kingdom
553383,84832,Zinc Metal Heart Decoration,8,23-02-2023 18:21,1.26,17100,United Kingdom
556152,85123A,White Hanging Heart T-Light Holder,20,27-01-2023 01:58,3.39,13318,United Kingdom
551084,22632,Hand Warmer Union Jack,30,08-01-2023 03:38,3.25,13463,Italy
541695,84832,Zinc Metal Heart Decoration,4,20-06-2023 13:26,2.68,13584,United Kingdom
559642,22961,Jam Making Set Printed,21,17-07-2023 19:58,3.69,12569,United Kingdom
554821,71053,White Metal Lantern,27,18-03-2023 04:19,4.33,12150,United Kingdom
543262,22745,Poppy’s Playhouse Bedroom,10,06-12-2023 17:42,4.21,17766,United Kingdom
541445,85123A,White Hanging Heart T-Light Holder,23,02-07-2023 13:44,2.33,16973,Italy
556436,84832,Zinc Metal Heart Decoration,33,11-07-2023 18:53,3.72,12344,United Kingdom
549949,84879,Assorted Colour Bird Ornament,11,05-01-2023 18:23,1.84,13659,United Kingdom
558050,71053,White Metal Lantern,19,28-02-2023 16:51,1.72,12933,United Kingdom
546901,85123A,White Hanging Heart T-Light Holder,11,25-08-2023 12:29,4.58,16716,France
559169,22632,Hand Warmer Union Jack,4,04-06-2023 01:11,4.18,16245,United Kingdom
540719,71053,White Metal Lantern,23,19-01-2023 04:58,4.5,16840,United Kingdom
548597,84029G,Union Flag Hot Water Bottle,5,06-03-2023 20:41,1.86,16362,Germany
546855,84406B,Cream Cupid Hearts Coat Hanger,5,20-11-2023 11:43,5.13,17609,Italy
558678,22960,Jam Making Set With Jars,18,18-11-2023 11:30,1.77,16242,France
548263,22633,Hand Warmer Red Polka Dot,17,24-08-2023 20:23,4.94,16998,United Kingdom
554520,22469,Heart of Wicker Small,3,03-06-2023 09:27,2.72,13508,United Kingdom
551874,20725,Lunch Bag Red Retrospot,8,16-10-2023 14:09,1.65,15575,Germany
554079,20725,Lunch Bag Red Retrospot,23,24-08-2023 21:51,2.43,14551,France
C557082,22748,Poppy’s Playhouse Kitchen,-9,25-08-2023 18:53,1.98,17338,United Kingdom
547243,22469,Heart of Wicker Small,2,09-08-2023 22:08,3.31,17614,United Kingdom
C549018,84879,Assorted Colour Bird Ornament,-2,01-09-2023 05:14,5.28,17665,Portugal
C556732,22112,Chocolate Hot Water Bottle,-2,05-01-2023 06:14,2.61,17380,Germany
552100,71053,White Metal Lantern,24,17-05-2023 05:34,3.83,13011,United Kingdom
556691,22632,Hand Warmer Union Jack,38,26-08-2023 15:32,5.03,16166,United Kingdom
559800,20725,Lunch Bag Red Retrospot,20,17-02-2023 05:43,3.91,14308,Netherlands
544820,22632,Hand Warmer Union Jack,39,15-02-2023 08:25,2.76,16791,France
551001,84029G,Union Flag Hot Water Bottle,27,05-03-2023 03:53,5.46,17764,United Kingdom
553907,71053,White Metal Lantern,39,11-07-2023 17:39,2.01,17914,United Kingdom
559942,22469,Heart of Wicker Small,7,29-01-2023 16:43,3.45,12860,United Kingdom
551669,20727,Lunch Bag Black Skull,33,18-01-2023 17:25,4.63,13434,United Kingdom
555916,84832,Zinc Metal Heart Decoration,29,07-06-2023 01:39,1.2,13439,United Kingdom
550878,22633,Hand Warmer Red Polka Dot,10,21-07-2023 15:04,4.22,15416,Germany
542985,85123A,White Hanging Heart T-Light Holder,10,19-01-2023 16:02,2.35,15953,United Kingdom
548112,22960,Jam Making Set With Jars,12,25-06-2023 10:53,1.93,17134,France
548467,84029G,Union Flag Hot Water Bottle,3,22-09-2023 01:15,2.38,17473,United Kingdom
558931,21977,Pack of 60 Pink Paper Doilies,3,01-08-2023 19:40,5.36,16578,United Kingdom
540336,22745,Poppy’s Playhouse Bedroom,13,01-01-2023 23:50,5.04,13461,United Kingdom
550165,84406B,Cream Cupid Hearts Coat Hanger,31,21-08-2023 13:54,2.12,17139,United Kingdom
559363,71053,White Metal Lantern,27,05-09-2023 22:42,1.7,12161,Netherlands
552768,22961,Jam Making Set Printed,6,06-08-2023 20:44,2.77,12638,United Kingdom
543968,84832,Zinc Metal Heart Decoration,27,08-02-2023 19:04,3.75,13057,United Kingdom
540910,22748,Poppy’s Playhouse Kitchen,35,09-08-2023 20:03,4.93,13453,United Kingdom
558380,84406B,Cream Cupid Hearts Coat Hanger,9,24-02-2023 20:46,5.35,16826,Belgium
555632,22961,Jam Making Set Printed,6,05-09-2023 09:09,4.43,17140,Germany
556279,84832,Zinc Metal Heart Decoration,6,04-11-2023 22:12,3.78,14784,Germany
543129,21977,Pack of 60 Pink Paper Doilies,26,16-11-2023 05:15,1.81,15367,United Kingdom
545447,22632,Hand Warmer Union Jack,19,24-01-2023 11:24,1.52,16267,United Kingdom
546129,22745,Poppy’s Playhouse Bedroom,16,10-10-2023 13:35,3.76,15235,United Kingdom
545850,20725,Lunch Bag Red Retrospot,23,22-08-2023 11:34,3.52,16294,Spain
547446,22745,Poppy’s Playhouse Bedroom,11,07-03-2023 11:25,4.84,14097,United Kingdom
551949,20727,Lunch Bag Black Skull,16,13-07-2023 20:33,2.59,13465,Netherlands
548519,84879,Assorted Colour Bird Ornament,29,29-04-2023 00:13,1.37,16425,United Kingdom
540314,20727,Lunch Bag Black Skull,38,06-09-2023 12:20,3.02,16389,Germany
551737,22748,Poppy’s Playhouse Kitchen,20,03-03-2023 11:46,5.37,14327,United Kingdom
541134,20725,Lunch Bag Red Retrospot,21,20-05-2023 17:34,4.62,16459,Italy
550938,84029G,Union Flag Hot Water Bottle,28,09-02-2023 17:37,1.35,16041,United Kingdom
555588,84879,Assorted Colour Bird Ornament,33,06-08-2023 14:17,4.96,14618,United Kingdom
548347,22632,Hand Warmer Union Jack,26,10-01-2023 21:16,3.23,16249,United Kingdom
545592,84029G,Union Flag Hot Water Bottle,10,24-02-2023 06:38,2.77,13754,United Kingdom
558108,21730,Glass Star Frosted T-Light Holder,34,01-12-2023 20:48,2.69,17759,Belgium
559727,22632,Hand Warmer Union Jack,9,30-03-2023 16:39,3.76,12697,United Kingdom
557270,21730,Glass Star Frosted T-Light Holder,36,04-01-2023 16:36,3.48,15957,United Kingdom
550997,22960,Jam Making Set With Jars,11,10-09-2023 11:24,4.02,17537,France
540721,22086,Paper Chain Kit 50’s Christmas,10,23-01-2023 23:09,3.67,16367,Italy
549104,20725,Lunch Bag Red Retrospot,7,11-04-2023 20:40,1.82,14490,United Kingdom
559741,84406B,Cream Cupid Hearts Coat Hanger,38,18-02-2023 12:15,2.31,12512,United Kingdom
540870,71053,White Metal Lantern,16,28-12-2023 22:46,4.82,12808,Portugal
546751,20727,Lunch Bag Black Skull,26,17-09-2023 12:25,4.05,13038,Germany
556881,22112,Chocolate Hot Water Bottle,32,16-06-2023 22:11,3.13,12543,Spain
541756,20725,Lunch Bag Red Retrospot,31,28-08-2023 01:08,1.99,15776,Germany
C541117,22961,Jam Making Set Printed,-7,09-11-2023 23:53,1.23,17704,United Kingdom
551601,21977,Pack of 60 Pink Paper Doilies,12,11-11-2023 19:52,2.54,17066,United Kingdom
542828,22748,Poppy’s Playhouse Kitchen,27,22-04-2023 01:11,1.44,14301,United Kingdom
554996,22745,Poppy’s Playhouse Bedroom,22,26-07-2023 02:27,3.27,16841,United Kingdom
558031,22086,Paper Chain Kit 50’s Christmas,15,04-09-2023 20:08,4.73,12709,United Kingdom
553878,22961,Jam Making Set Printed,8,23-08-2023 07:32,2.43,13313,United Kingdom
546992,22086,Paper Chain Kit 50’s Christmas,4,01-10-2023 22:56,4.85,16401,United Kingdom
553778,84879,Assorted Colour Bird Ornament,8,29-05-2023 15:23,4.23,16267,United Kingdom
546771,20727,Lunch Bag Black Skull,23,25-02-2023 11:28,1.74,16423,Germany
556526,85123A,White Hanging Heart T-Light Holder,16,29-06-2023 14:21,3.97,16248,United Kingdom
559145,20725,Lunch Bag Red Retrospot,34,08-10-2023 22:28,1.85,14755,Germany
543435,84832,Zinc Metal Heart Decoration,22,09-06-2023 13:09,4.02,16702,Spain
546622,22469,Heart of Wicker Small,23,11-03-2023 15:46,1.81,13772,United Kingdom
552852,84879,Assorted Colour Bird Ornament,5,23-10-2023 05:48,2.89,13439,United Kingdom
554806,22745,Poppy’s Playhouse Bedroom,37,06-12-2023 10:48,3.64,16406,United Kingdom
550623,20725,Lunch Bag Red Retrospot,7,29-08-2023 16:13,1.42,15315,United Kingdom
541848,84406B,Cream Cupid Hearts Coat Hanger,37,16-07-2023 16:58,1.86,12408,United Kingdom
542696,22086,Paper Chain Kit 50’s Christmas,26,12-06-2023 17:11,2.58,16814,France
541717,84029G,Union Flag Hot Water Bottle,28,24-03-2023 14:17,3.19,16722,United Kingdom
C559456,22960,Jam Making Set With Jars,-4,13-04-2023 22:10,4.89,17243,United Kingdom
549259,22960,Jam Making Set With Jars,32,10-06-2023 09:49,2.01,16333,United Kingdom
542786,22086,Paper Chain Kit 50’s Christmas,38,21-12-2023 01:54,2.69,17739,United Kingdom
554154,22633,Hand Warmer Red Polka Dot,9,28-12-2023 06:46,3.25,14453,Netherlands
553409,22748,Poppy’s Playhouse Kitchen,36,12-04-2023 21:00,2.47,13582,Portugal
543791,84029G,Union Flag Hot Water Bottle,26,28-08-2023 09:07,3.89,13221,Germany
543871,22960,Jam Making Set With Jars,11,19-07-2023 09:54,2.3,12562,Germany
541806,22745,Poppy’s Playhouse Bedroom,20,08-06-2023 05:59,4.52,15777,United Kingdom
557888,22112,Chocolate Hot Water Bottle,38,22-07-2023 20:26,3.37,16182,United Kingdom
559692,20725,Lunch Bag Red Retrospot,15,20-11-2023 08:17,1.57,17194,United Kingdom
553304,22633,Hand Warmer Red Polka Dot,35,16-07-2023 04:33,3.9,13755,Germany
558074,20725,Lunch Bag Red Retrospot,9,11-02-2023 05:06,3.65,14837,United Kingdom
555549,22112,Chocolate Hot Water Bottle,33,02-08-2023 12:54,2.66,12744,United Kingdom
543303,22960,Jam Making Set With Jars,11,21-06-2023 20:24,1.25,12369,Spain
559497,21730,Glass Star Frosted T-Light Holder,22,10-09-2023 07:37,2.06,17859,Belgium
556061,20725,Lunch Bag Red Retrospot,6,17-01-2023 20:44,2.94,14091,France
C555198,21977,Pack of 60 Pink Paper Doilies,-5,28-05-2023 19:10,2.06,13320,United Kingdom
557888,22112,Chocolate Hot Water Bottle,21,26-04-2023 16:51,3.68,17886,United Kingdom
550655,84406B,Cream Cupid Hearts Coat Hanger,12,23-07-2023 00:39,4.26,12465,United Kingdom
548924,22748,Poppy’s Playhouse Kitchen,7,30-06-2023 17:16,4.88,15493,Belgium
549940,84406B,Cream Cupid Hearts Coat Hanger,2,27-10-2023 01:08,3.98,17008,Spain
543924,22632,Hand Warmer Union Jack,39,10-10-2023 21:07,4.16,12472,United Kingdom
549783,22469,Heart of Wicker Small,24,31-05-2023 22:21,3.82,13296,United Kingdom
544485,22748,Poppy’s Playhouse Kitchen,26,03-09-2023 11:43,5.44,16268,Spain
552629,22633,Hand Warmer Red Polka Dot,25,27-02-2023 01:09,2.32,12235,Belgium
553233,22469,Heart of Wicker Small,20,16-07-2023 14:10,2.34,17165,United Kingdom
552901,20725,Lunch Bag Red Retrospot,2,29-08-2023 22:16,1.74,15463,France
540191,22961,Jam Making Set Printed,35,03-07-2023 22:59,3.29,13678,United Kingdom
544917,21977,Pack of 60 Pink Paper Doilies,33,02-04-2023 01:30,1.61,16328,United Kingdom
545831,21977,Pack of 60 Pink Paper Doilies,17,11-04-2023 10:33,2.36,12265,Spain
550160,84029G,Union Flag Hot Water Bottle,22,04-04-2023 15:35,3.28,14404,Germany
553682,84879,Assorted Colour Bird Ornament,1,15-02-2023 13:30,5.32,12138,United Kingdom
552391,22748,Poppy’s Playhouse Kitchen,37,04-06-2023 05:19,5.34,16642,United Kingdom
541874,22748,Poppy’s Playhouse Kitchen,30,11-03-2023 04:34,4.4,17624,Portugal
549062,22112,Chocolate Hot Water Bottle,6,09-10-2023 09:48,2.87,17601,France
544763,22469,Heart of Wicker Small,14,30-01-2023 06:39,4.92,13365,Spain
C550234,22112,Chocolate Hot Water Bottle,-1,28-07-2023 18:37,4.96,13952,United Kingdom
549221,22961,Jam Making Set Printed,33,19-09-2023 17:54,5.11,12072,United Kingdom
551410,20725,Lunch Bag Red Retrospot,38,19-11-2023 08:06,3.95,12162,France
554519,22632,Hand Warmer Union Jack,39,24-03-2023 19:27,2.07,12222,Spain
541051,84029G,Union Flag Hot Water Bottle,6,04-08-2023 11:11,1.59,12184,United Kingdom
552225,22960,Jam Making Set With Jars,26,08-08-2023 17:03,5.13,12094,France
549765,22960,Jam Making Set With Jars,24,18-10-2023 17:34,1.44,15872,Germany
551382,84879,Assorted Colour Bird Ornament,33,04-02-2023 00:32,2.47,12683,Spain
552580,20727,Lunch Bag Black Skull,8,05-01-2023 10:53,3.29,15380,United Kingdom
551989,84406B,Cream Cupid Hearts Coat Hanger,34,24-12-2023 02:50,1.29,12975,United Kingdom
551939,22960,Jam Making Set With Jars,34,06-01-2023 15:07,5.1,15219,United Kingdom
558489,22112,Chocolate Hot Water Bottle,24,04-09-2023 23:45,2.43,17410,United Kingdom
540307,85123A,White Hanging Heart T-Light Holder,2,03-04-2023 08:21,1.32,15693,Germany
543359,22961,Jam Making Set Printed,8,06-10-2023 17:28,5.47,14544,Italy
543176,22960,Jam Making Set With Jars,25,11-11-2023 09:24,2.54,15232,United Kingdom
541251,21977,Pack of 60 Pink Paper Doilies,30,09-07-2023 20:59,4.97,12060,Belgium
545366,22748,Poppy’s Playhouse Kitchen,32,23-12-2023 09:23,3.15,13460,United Kingdom
557901,84879,Assorted Colour Bird Ornament,30,01-02-2023 13:59,4.05,12481,United Kingdom
546226,22632,Hand Warmer Union Jack,7,14-09-2023 20:28,2.24,16210,United Kingdom
554330,22748,Poppy’s Playhouse Kitchen,24,14-08-2023 07:00,3.36,16078,Portugal
544891,20727,Lunch Bag Black Skull,9,24-08-2023 11:05,2.31,17325,United Kingdom
544992,20727,Lunch Bag Black Skull,16,28-01-2023 01:12,5.29,17006,United Kingdom
541961,22633,Hand Warmer Red Polka Dot,2,18-07-2023 00:35,1.46,16649,United Kingdom
552497,22960,Jam Making Set With Jars,35,29-01-2023 11:14,2.38,17651,Italy
559247,22960,Jam Making Set With Jars,34,27-05-2023 09:34,5.04,15651,Netherlands
550848,84832,Zinc Metal Heart Decoration,22,22-04-2023 09:07,3.26,13174,United Kingdom
C553255,22469,Heart of Wicker Small,-6,18-04-2023 08:43,3.78,14595,United Kingdom
544567,71053,White Metal Lantern,21,19-01-2023 07:06,4,16235,Spain
556079,22086,Paper Chain Kit 50’s Christmas,12,28-09-2023 15:08,1.5,15806,Netherlands
546513,84406B,Cream Cupid Hearts Coat Hanger,11,27-12-2023 08:05,1.28,12489,Spain
555235,22748,Poppy’s Playhouse Kitchen,19,08-07-2023 16:51,5.23,13930,Netherlands
551755,22112,Chocolate Hot Water Bottle,6,22-02-2023 05:33,2.37,12896,United Kingdom
551151,22960,Jam Making Set With Jars,14,19-07-2023 18:41,2.84,16300,Spain
556567,22633,Hand Warmer Red Polka Dot,33,25-04-2023 18:10,4.13,14342,Italy
543358,84832,Zinc Metal Heart Decoration,38,06-07-2023 18:25,2.22,14908,Netherlands
549590,22112,Chocolate Hot Water Bottle,13,07-01-2023 06:30,4.35,14718,United Kingdom
550988,22633,Hand Warmer Red Polka Dot,26,14-12-2023 02:17,3.17,17000,Germany
547678,22633,Hand Warmer Red Polka Dot,14,17-03-2023 06:54,4.88,15255,Germany
545698,22745,Poppy’s Playhouse Bedroom,24,12-12-2023 07:20,2.4,12017,Spain
541273,22633,Hand Warmer Red Polka Dot,1,09-04-2023 05:44,2.08,15906,United Kingdom
551241,21977,Pack of 60 Pink Paper Doilies,30,09-03-2023 14:49,4.78,16716,United Kingdom
557480,84879,Assorted Colour Bird Ornament,10,03-02-2023 07:30,2.6,16738,United Kingdom
549497,84832,Zinc Metal Heart Decoration,10,07-01-2023 04:39,2.97,16076,Germany
549107,84879,Assorted Colour Bird Ornament,28,07-08-2023 06:59,4.61,12541,United Kingdom
551273,20727,Lunch Bag Black Skull,4,19-12-2023 04:43,3.93,12197,United Kingdom
548002,22961,Jam Making Set Printed,14,20-05-2023 19:43,3.1,13265,United Kingdom
544247,22960,Jam Making Set With Jars,12,10-11-2023 08:36,2.27,17121,Spain
549220,22633,Hand Warmer Red Polka Dot,38,04-11-2023 02:16,4.49,16883,United Kingdom
559738,22086,Paper Chain Kit 50’s Christmas,37,02-05-2023 03:38,1.98,12976,Spain
550703,22632,Hand Warmer Union Jack,10,28-07-2023 20:50,5.19,12608,France
555472,84029G,Union Flag Hot Water Bottle,27,08-11-2023 03:46,1.85,12464,Netherlands
556654,22960,Jam Making Set With Jars,12,23-03-2023 20:09,4.66,13027,Italy
557570,22086,Paper Chain Kit 50’s Christmas,22,16-09-2023 07:22,3.02,13261,Spain
552392,22961,Jam Making Set Printed,4,06-04-2023 02:19,2,14599,United Kingdom
551956,22745,Poppy’s Playhouse Bedroom,29,15-11-2023 08:43,2.93,14956,United Kingdom
555641,21730,Glass Star Frosted T-Light Holder,36,02-06-2023 15:02,2.15,14029,United Kingdom
553998,21977,Pack of 60 Pink Paper Doilies,14,27-03-2023 23:28,1.78,15400,United Kingdom
546305,85123A,White Hanging Heart T-Light Holder,12,13-03-2023 18:23,2.23,13817,Germany
558782,20727,Lunch Bag Black Skull,20,21-02-2023 01:40,4.93,12240,United Kingdom
552721,84406B,Cream Cupid Hearts Coat Hanger,23,06-04-2023 17:00,1.66,17734,United Kingdom
546995,22745,Poppy’s Playhouse Bedroom,22,18-09-2023 06:33,5.38,14856,United Kingdom
552427,22960,Jam Making Set With Jars,34,22-12-2023 05:41,1.22,17614,Germany
553782,21730,Glass Star Frosted T-Light Holder,21,11-11-2023 10:15,4.03,15881,United Kingdom
542230,22745,Poppy’s Playhouse Bedroom,9,08-10-2023 07:47,4.88,17103,United Kingdom
546511,22632,Hand Warmer Union Jack,10,02-12-2023 06:27,5.22,13761,United Kingdom
556512,85123A,White Hanging Heart T-Light Holder,10,10-12-2023 00:20,1.82,17884,United Kingdom
549461,22469,Heart of Wicker Small,30,14-01-2023 08:23,4.2,17571,France
544765,22961,Jam Making Set Printed,33,24-07-2023 08:03,1.66,13182,United Kingdom
553272,22086,Paper Chain Kit 50’s Christmas,2,21-02-2023 10:35,2.72,14090,United Kingdom
545552,84879,Assorted Colour Bird Ornament,32,08-10-2023 05:45,4.35,13940,United Kingdom
540627,22960,Jam Making Set With Jars,17,07-08-2023 15:42,2.69,14922,Spain
551989,22086,Paper Chain Kit 50’s Christmas,28,13-03-2023 03:57,2.55,12412,Germany
553780,22961,Jam Making Set Printed,17,25-02-2023 06:46,1.7,17433,United Kingdom
546589,84029G,Union Flag Hot Water Bottle,14,29-07-2023 17:30,1.49,15223,United Kingdom
542044,71053,White Metal Lantern,10,20-10-2023 11:49,1.7,13103,France
553171,22748,Poppy’s Playhouse Kitchen,34,17-07-2023 21:38,4.96,15208,United Kingdom
558725,22748,Poppy’s Playhouse Kitchen,14,06-10-2023 08:28,1.25,17844,France
545884,22748,Poppy’s Playhouse Kitchen,17,26-02-2023 05:06,4.18,17569,United Kingdom
548185,20727,Lunch Bag Black Skull,37,30-06-2023 00:26,4.51,13409,United Kingdom
540249,84832,Zinc Metal Heart Decoration,22,28-04-2023 14:46,3.64,17796,United Kingdom
559309,22745,Poppy’s Playhouse Bedroom,18,03-12-2023 11:13,4.34,12164,Spain
557358,22960,Jam Making Set With Jars,35,12-08-2023 06:03,4,16804,United Kingdom
